Executing fixed runner now.
Test being executed: com.thoughtworks.acceptance.ArraysTest.testMultidimensionalArray
Test being executed: com.thoughtworks.acceptance.ArraysTest.testMultidimensionalArrayOfMixedTypes
Test being executed: com.thoughtworks.acceptance.ArraysTest.testBoxedTypeArray
Test being executed: com.thoughtworks.acceptance.ArraysTest.testCustomObjectArray
Test being executed: com.thoughtworks.acceptance.XStreamerTest.testCanConvertAnotherInstance
Test being executed: com.thoughtworks.acceptance.XStreamerTest.testCanBeUsedAfterSerialization
Test being executed: com.thoughtworks.acceptance.XStreamerTest.testCanSerializeSelfContained
Test being executed: com.thoughtworks.acceptance.XStreamerTest.testDetectsSelfMarshalling
Test being executed: com.thoughtworks.acceptance.OmitFieldsTest.testFieldsCanBeIgnoredUsingCustomStrategy
Test being executed: com.thoughtworks.acceptance.OmitFieldsTest.testAdditionalFieldsCanBeExplicitlyOmittedThroughFacade
Test being executed: com.thoughtworks.acceptance.OmitFieldsTest.testTransientFieldsAreOmittedByDefault
Test being executed: com.thoughtworks.acceptance.OmitFieldsTest.testInheritedFieldsCanBeExplicitlyOmittedThroughFacade
Test being executed: com.thoughtworks.acceptance.SwingTest.testJTable
Test being executed: com.thoughtworks.acceptance.SwingTest.testDefaultListModel
Test being executed: com.thoughtworks.acceptance.ExternalizableTest.testExternalizable
Test being executed: com.thoughtworks.acceptance.ExternalizableTest.testExternalizableAsFieldOfAnotherObject
Test being executed: com.thoughtworks.acceptance.ExternalizableTest.testCircularExternalizable
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testCanDealWithUtfText
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testCanDealWithNullCharactersInText
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testEscapesXmlUnfriendlyChars
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testDecimalFormatSymbols
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testSlashRSlashSlashSlashN
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testSupportsFieldsWithDollarChar
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testSupportsFieldsWithUnderscoreChar
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testSupportsUnderscoreInShortClassName
Test being executed: com.thoughtworks.acceptance.XStream11XmlFriendlyTest.testSupportsAliasWithDashChar
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testXmlContainsReferenceIds
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testReferencesAreTheSameObjectWhenDeserialized
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testReferencesNotUsedForSimpleImmutableValueTypes
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testReferencesToImplicitCollectionIsNotPossible
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testReferencesUsedForSimpleMutableValueTypes
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testMultipleReferencesToObjectsWithNoChildren
Test being executed: com.thoughtworks.acceptance.IDDuplicateReferenceTest.testReferencesAreWorking
Test being executed: com.thoughtworks.acceptance.MultipleObjectsInOneStreamTest.testObjectInputStreamPropegatesCloseEvent
Test being executed: com.thoughtworks.acceptance.MultipleObjectsInOneStreamTest.testByDefaultDoesNotPreserveReferencesAcrossDifferentObjectsInStream
Test being executed: com.thoughtworks.acceptance.MultipleObjectsInOneStreamTest.testDrivenThroughObjectStream
Test being executed: com.thoughtworks.acceptance.MultipleObjectsInOneStreamTest.testObjectOutputStreamPropegatesCloseAndFlushEvents
Test being executed: com.thoughtworks.acceptance.MultipleObjectsInOneStreamTest.testReadAndWriteMultipleObjectsInOneStream
Test being executed: com.thoughtworks.acceptance.TreeMapAndTreeSetTest.testTreeMapWithComparator
Test being executed: com.thoughtworks.acceptance.TreeMapAndTreeSetTest.testTreeMapWithoutComparator
Test being executed: com.thoughtworks.acceptance.TreeMapAndTreeSetTest.testTreeSetWithComparator
Test being executed: com.thoughtworks.acceptance.TreeMapAndTreeSetTest.testTreeSetWithoutComparator
Test being executed: com.thoughtworks.acceptance.AliasTest.testForReferenceAttribute
Test being executed: com.thoughtworks.acceptance.AliasTest.testBarfsIfItDoesNotExist
Test being executed: com.thoughtworks.acceptance.AliasTest.testForFieldAsAttribute
Test being executed: com.thoughtworks.acceptance.DataHolderTest.testCanBePassedInToMarshallerExternally
Test being executed: com.thoughtworks.acceptance.DataHolderTest.testCanBePassedInToUnmarshallerExternally
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportsClassBasedProxiesWithoutFactory
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportForClassBasedProxyWithAdditionalInterface
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportsProxiesWithMultipleInterfaces
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportsSerialVersionUID
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportsInterceptedClassBasedProxies
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testSupportsClassBasedProxiesWithFactory
Test being executed: com.thoughtworks.acceptance.CglibCompatibilityTest.testThrowsExceptionForProxiesWithMultipleCallbacks
Test being executed: com.thoughtworks.acceptance.DynamicProxyTest.testDynamicProxy
Test being executed: com.thoughtworks.acceptance.AbstractNestedCircularReferenceTest.testWeirdCircularReference
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testJavaSerialization
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testXStreamSerialization
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testJavaDeserialization
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testXStreamDeserialization
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testCallsReadObjectEvenWithoutNonTransientFields
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testFieldsOfUnserializableParentsArePreserved
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testJavaSerializationValidatesObjectIsCalledInPriorityOrder
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testXStreamSerializationValidatesObjectIsCalledInPriorityOrder
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testUnserializableParentsAreWrittenOnlyOnce
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testXStreamSerializationForObjectsWithUnserializableParents
Test being executed: com.thoughtworks.acceptance.SerializationCallbackOrderTest.testXStreamDeserializationForObjectsWithUnserializableParents
Test being executed: com.thoughtworks.acceptance.AttributeTest.testDoesNotAllowAttributeWithNullAttribute
Test being executed: com.thoughtworks.acceptance.AttributeTest.testAllowsAttributeToBeAliased
Test being executed: com.thoughtworks.acceptance.AttributeTest.testAllowsAttributeWithCustomConverterAndFieldName
Test being executed: com.thoughtworks.acceptance.AttributeTest.testDoesNotAllowAttributeWithCustomConverterAndDifferentFieldName
Test being executed: com.thoughtworks.acceptance.AttributeTest.testAllowsAttributeWithKnownConverterAndFieldName
Test being executed: com.thoughtworks.acceptance.AttributeTest.testAllowsAttributeWithArbitraryFieldType
Test being executed: com.thoughtworks.acceptance.RelativeXPathNestedCircularReferenceTest.testWeirdCircularReference
Test being executed: com.thoughtworks.acceptance.QNameMappedConcreteClassesTest.testUsingDefaultNamespace
Test being executed: com.thoughtworks.acceptance.QNameMappedConcreteClassesTest.testUsingDifferentNamespaces
Test being executed: com.thoughtworks.acceptance.QNameMappedConcreteClassesTest.testUsingNamespace
Test being executed: com.thoughtworks.acceptance.QNameMappedConcreteClassesTest.testUsingDefaultNamespaceAndPrefix
Test being executed: com.thoughtworks.acceptance.QNameMappedConcreteClassesTest.testUsingDifferentNamespacesWithAliases
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testXmlContainsReferencePaths
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testReferencesAreTheSameObjectWhenDeserialized
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testReferencesNotUsedForSimpleImmutableValueTypes
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testReferencesToImplicitCollectionIsNotPossible
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testReferencesUsedForSimpleMutableValueTypes
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testMultipleReferencesToObjectsWithNoChildren
Test being executed: com.thoughtworks.acceptance.RelativeXPathDuplicateReferenceTest.testReferencesAreWorking
Test being executed: com.thoughtworks.acceptance.annotations.AnnotationFieldConverterTest.testDifferentConverterCanBeAnnotatedForFieldsOfSameType
Test being executed: com.thoughtworks.acceptance.annotations.AnnotationFieldConverterTest.testNonAnnotatedConvertersCanBeDefinedFieldsOfSameType
Test being executed: com.thoughtworks.acceptance.annotations.AnnotationsTest.testFieldAliasesAnnotations
Test being executed: com.thoughtworks.acceptance.annotations.AnnotationsTest.testAnnotationForFieldAliases
Test being executed: com.thoughtworks.acceptance.annotations.AnnotationsTest.testAnnotations
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testCharset
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testGregorianCalendar
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testGregorianCalendarCompat
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testRegexPattern
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testSubject
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testLocaleWithVariant
Test being executed: com.thoughtworks.acceptance.Extended14TypesTest.testCurrency
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testPrimitiveNumbers
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testDifferentBaseIntegers
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testOtherPrimitives
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testStrings
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testStringBuffer
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testBigInteger
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testBigDecimal
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testNull
Test being executed: com.thoughtworks.acceptance.BasicTypesTest.testNumberFormats
Test being executed: com.thoughtworks.acceptance.InheritanceTest.testHandlesInheritanceHeirarchies
Test being executed: com.thoughtworks.acceptance.InheritanceTest.testInheritanceHidingPrivateFieldOfSameName
Test being executed: com.thoughtworks.acceptance.InheritanceTest.testHiddenFieldsWithDifferentType
Test being executed: com.thoughtworks.acceptance.CustomMapperTest.testStripsPackagesUponDeserialization
Test being executed: com.thoughtworks.acceptance.CustomMapperTest.testUserDefinedMappingCanAlterFieldName
Test being executed: com.thoughtworks.acceptance.CustomMapperTest.testOwnMapperChainCanBeRegistered
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testEmptyStringsAreNotTreatedAsNulls
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testNullsAreDistinguishedFromEmptyStrings
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testFieldWithObjectType
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testFailsFastIfFieldIsDefinedTwice
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectWithTransientFieldInitialization
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectWithBasicFields
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectWithCustomObjectField
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectWithCustomObjectFieldsSetToNull
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectCanBeInstantiatedExternallyBeforeDeserialization
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testCustomObjectWillNotUnmarshalTransientFields
Test being executed: com.thoughtworks.acceptance.CustomClassesTest.testNullObjectsDoNotHaveFieldsWritten
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testIncludesCompleteClassHeirarchy
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testIncludesCompleteClassHeirarchy2
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testSupportsSubclassesOfClassesThatAlreadyHaveConverters
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testWritesCustomFieldsToStream
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testAllowsNamedFields
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testSupportsWritingFieldsForObjectsThatDoNotExplicitlyDefineThem
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testSupportsGetFieldsWithoutPutFields
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testUsesDefaultIfNamedFieldNotFound
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testCustomStreamWithNestedCustomStream
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testObjectWithCallToDefaultWriteButNoDefaultFields
Test being executed: com.thoughtworks.acceptance.CustomSerializationTest.testMaintainsBackwardsCompatabilityWithXStream1_1_0FieldFormat
Test being executed: com.thoughtworks.acceptance.SerializationNestedWriteObjectsTest.testObjectOutputStream
Test being executed: com.thoughtworks.acceptance.SerializationNestedWriteObjectsTest.testToXML
Test being executed: com.thoughtworks.acceptance.SerializationNestedWriteObjectsTest.testObjectInputStream
Test being executed: com.thoughtworks.acceptance.IDNestedCircularReferenceTest.testWeirdCircularReference
Test being executed: com.thoughtworks.acceptance.CustomConverterTest.testWrongObjectTypeReturned
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testWithout
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testWithList
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testDefaultCollectionBasedOnType
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testWithSet
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testWithDifferentDefaultImplementation
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testWithExplicitItemNameMatchingTheNameOfTheFieldWithTheCollection
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testInheritsImplicitCollectionFromSuperclass
Test being executed: com.thoughtworks.acceptance.ImplicitCollectionTest.testAllowsSubclassToOverrideImplicitCollectionInSuperclass
Test being executed: com.thoughtworks.acceptance.SecurityManagerTest.testSerializeWithXpp3DriverAndSun14ReflectionProviderAndActiveSecurityManager
Test being executed: com.thoughtworks.acceptance.SecurityManagerTest.testSerializeWithXpp3DriverAndPureJavaReflectionProviderAndActiveSecurityManager
Test being executed: com.thoughtworks.acceptance.SecurityManagerTest.testSerializeWithDomDriverAndPureJavaReflectionProviderAndActiveSecurityManager
Test being executed: com.thoughtworks.acceptance.ReadResolveTest.testReadResolveWithDefaultSerialization
Test being executed: com.thoughtworks.acceptance.ReadResolveTest.testReadResolveWithXStream
Test being executed: com.thoughtworks.acceptance.InnerClassesTest.testSerializedInnerClassMaintainsReferenceToOuterClass
Test being executed: com.thoughtworks.acceptance.IDCircularReferenceTest.testCircularReferenceXml
Test being executed: com.thoughtworks.acceptance.IDCircularReferenceTest.testCircularReferenceToSelfXml
Test being executed: com.thoughtworks.acceptance.IDCircularReferenceTest.testCircularReference
Test being executed: com.thoughtworks.acceptance.IDCircularReferenceTest.testCircularReferenceToSelf
Test being executed: com.thoughtworks.acceptance.IDCircularReferenceTest.testDeepCircularReferences
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testXmlContainsReferencePaths
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testReferencesAreTheSameObjectWhenDeserialized
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testReferencesNotUsedForSimpleImmutableValueTypes
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testReferencesToImplicitCollectionIsNotPossible
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testReferencesUsedForSimpleMutableValueTypes
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testMultipleReferencesToObjectsWithNoChildren
Test being executed: com.thoughtworks.acceptance.AbsoluteXPathDuplicateReferenceTest.testReferencesAreWorking
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testSqlTimestamp
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testSqlDate
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testSqlTime
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testAwtColor
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testFile
Test being executed: com.thoughtworks.acceptance.ExtendedTypesTest.testLocale
Test being executed: com.thoughtworks.acceptance.WriteReplaceTest.testReplacesAndResolves
Test being executed: com.thoughtworks.acceptance.WriteReplaceTest.testAllowsDifferentTypeToBeSubstituted
Test being executed: com.thoughtworks.acceptance.WriteReplaceTest.testAllowsDifferentTypeToBeSubstitutedForCustomSerializableObjects
Test being executed: com.thoughtworks.acceptance.ErrorTest.testUnmarshallerThrowsExceptionWithDebuggingInfo
Test being executed: com.thoughtworks.acceptance.ErrorTest.testInvalidXml
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testListsCanContainCustomObjects
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testListsCanContainBasicObjects
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testSetCanBeRootObject
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testVector
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testSyncronizedWrapper
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testEmptyList
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testUnmodifiableList
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testListCanBeRootObject
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testLinkedHashSetRetainsOrdering
Test being executed: com.thoughtworks.acceptance.CollectionsTest.testListFromArrayAsList
Test being executed: com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategyTest.testStoresReferencesUsingRelativeXPath
Test being executed: com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategyTest.testStoresReferencesUsingAbsoluteXPath
Test being executed: com.thoughtworks.xstream.core.ReferenceByIDMarshallingStrategyTest.testIgnoresImplicitCollectionAtAnyFieldPosition
Test being executed: com.thoughtworks.xstream.core.ReferenceByIDMarshallingStrategyTest.testIgnoresImplicitCollection
Test being executed: com.thoughtworks.xstream.core.JVMTest.testGetMajorJavaVersion
Test being executed: com.thoughtworks.xstream.core.JVMTest.testDoesNotInsantiateStaticBlocksWhenLoadingClasses
Test being executed: com.thoughtworks.xstream.core.TreeUnmarshallerTest.testUnmarshallingOfAliasedInterfaces
Test being executed: com.thoughtworks.xstream.core.TreeMarshallerTest.testThrowsExceptionWhenDetectingCircularReferences
Test being executed: com.thoughtworks.xstream.core.DefaultConverterLookupTest.testConverterChange
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testHandlesAllPositiveBytes
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testPadsSingleMissingByteWhenNotMultipleOfThree
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testPadsDoubleMissingByteWhenNotMultipleOfThree
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testDoesNotPadWhenMultipleOfThree
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testHandlesAllNegativeBytes
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testHandlesZeroByte
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testProducesEmptyStringWhenNoBytesGiven
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testWrapsLinesAt76Chars
Test being executed: com.thoughtworks.xstream.core.util.Base64EncoderTest.testEncodesEntireByteArrayAsString
Test being executed: com.thoughtworks.xstream.core.util.FastStackTest.test
Test being executed: com.thoughtworks.xstream.core.util.ObjectIdDictionaryTest.testTreatsObjectsThatAreEqualButNotSameInstanceAsDifferentReference
Test being executed: com.thoughtworks.xstream.core.util.ObjectIdDictionaryTest.testMapsIdsToObjectReferences
Test being executed: com.thoughtworks.xstream.core.util.OrderRetainingMapTest.testMaintainsOrderOfKeySet
Test being executed: com.thoughtworks.xstream.core.util.OrderRetainingMapTest.testMaintainsOrderOfValues
Test being executed: com.thoughtworks.xstream.core.util.PrioritizedListTest.testIteratesOverElementsInReverseOrderTheyWereAdded
Test being executed: com.thoughtworks.xstream.core.util.PrioritizedListTest.testHandlesMultipleIsolatedIterators
Test being executed: com.thoughtworks.xstream.core.util.PrioritizedListTest.testIteratesOverHighestPriorityItemsFirst
Test being executed: com.thoughtworks.xstream.converters.collections.CharArrayConverterTest.testMarshallsCharArrayAsSingleString
Test being executed: com.thoughtworks.xstream.converters.collections.BitSetConverterTest.testConvertsToSingleCommaDelimitedString
Test being executed: com.thoughtworks.xstream.converters.collections.PropertiesConverterTest.testConvertsPropertiesObjectToShortKeyValueElements
Test being executed: com.thoughtworks.xstream.converters.collections.PropertiesConverterTest.testIncludesDefaultProperties
Test being executed: com.thoughtworks.xstream.converters.collections.ByteArrayConverterTest.testMarshallByteArrays
Test being executed: com.thoughtworks.xstream.converters.javabean.PropertyDictionaryTest.testListsFieldsInClassInDefinitionOrder
Test being executed: com.thoughtworks.xstream.converters.javabean.PropertyDictionaryTest.testIncludesFieldsInSuperClasses
Test being executed: com.thoughtworks.xstream.converters.javabean.JavaBeanConverterTest.testSerializesAllPrimitiveFieldsInACustomObject
Test being executed: com.thoughtworks.xstream.converters.javabean.JavaBeanConverterTest.testDoesNotSerializeStaticFields
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testVisitsFieldsHiddenBySubclass
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testWritesHiddenFields
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testConstructsStaticInnerClass
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testVisitsEachFieldInHeirarchy
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testConstructsStandardClass
Test being executed: com.thoughtworks.xstream.converters.reflection.AbstractReflectionProviderTest.testVisitsEachFieldInClass
Test being executed: com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProviderTest.testCanCreatePrivateStaticInnerClasses
